,European Union Emissions Trading System (until 2018),,,, ,"European Union Emissions Trading System (from 2019, download)",,,,, 
Date,Exchange rate EUR/EUR,Exchange rate EUR/USD,Market Currency,Primary Market, ,Exchange rate EUR/EUR,Exchange rate EUR/USD,Market Currency,Primary Market,Secondary Market, 
5/5/2020,,,,, ,1,1.090185,EUR,19.01,, 
5/6/2020,,,,, ,1,1.090185,EUR,17.75,, 
5/7/2020,,,,, ,1,1.090185,EUR,19,, 
5/8/2020,,,,, ,1,1.090185,EUR,19.38,, 
5/11/2020,,,,, ,1,1.090185,EUR,18.81,18.85, 
5/12/2020,,,,, ,1,1.090185,EUR,18.72,, 
5/14/2020,,,,, ,1,1.090185,EUR,18.37,, 
5/15/2020,,,,, ,1,1.090185,EUR,19.02,, 
5/18/2020,,,,, ,1,1.090185,EUR,19.3,20.83, 
5/19/2020,,,,, ,1,1.090185,EUR,20.02,, 
5/20/2020,,,,, ,1,1.090185,EUR,20.11,, 
5/25/2020,,,,, ,1,1.090185,EUR,,21.44, 
5/26/2020,,,,, ,1,1.090185,EUR,21.45,, 
5/28/2020,,,,, ,1,1.090185,EUR,20.95,, 
5/29/2020,,,,, ,1,1.090185,EUR,21.7,, 
6/1/2020,,,,, ,1,1.125459091,EUR,,22.11, 
6/2/2020,,,,, ,1,1.125459091,EUR,21.15,, 
6/3/2020,,,,, ,1,1.125459091,EUR,21.98,, 
6/4/2020,,,,, ,1,1.125459091,EUR,21.77,, 
6/5/2020,,,,, ,1,1.125459091,EUR,22.5,, 
6/8/2020,,,,, ,1,1.125459091,EUR,22.66,22.47, 
6/9/2020,,,,, ,1,1.125459091,EUR,22.3,, 
6/11/2020,,,,, ,1,1.125459091,EUR,22.2,, 
6/12/2020,,,,, ,1,1.125459091,EUR,22.15,, 
6/15/2020,,,,, ,1,1.125459091,EUR,21.8,23.26, 
6/16/2020,,,,, ,1,1.125459091,EUR,22.87,, 
6/17/2020,,,,, ,1,1.125459091,EUR,22.81,, 
6/18/2020,,,,, ,1,1.125459091,EUR,23.63,, 
6/19/2020,,,,, ,1,1.125459091,EUR,24.18,, 
6/22/2020,,,,, ,1,1.125459091,EUR,24.15,25.05, 
6/23/2020,,,,, ,1,1.125459091,EUR,24.85,, 
6/25/2020,,,,, ,1,1.125459091,EUR,25.15,, 
6/26/2020,,,,, ,1,1.125459091,EUR,24.9,, 
6/29/2020,,,,, ,1,1.125459091,EUR,24.74,27.32, 
6/30/2020,,,,, ,1,1.125459091,EUR,25.99,, 
7/1/2020,,,,, ,1,1.14633913,EUR,27.1,, 
7/2/2020,,,,, ,1,1.14633913,EUR,27.25,, 
7/3/2020,,,,, ,1,1.14633913,EUR,27,, 
7/6/2020,,,,, ,1,1.14633913,EUR,28.86,29.21, 
7/7/2020,,,,, ,1,1.14633913,EUR,29.34,, 
7/9/2020,,,,, ,1,1.14633913,EUR,28.48,, 
7/10/2020,,,,, ,1,1.14633913,EUR,27.66,, 
7/13/2020,,,,, ,1,1.14633913,EUR,30.04,28.45, 
7/14/2020,,,,, ,1,1.14633913,EUR,29.2,, 
7/15/2020,,,,, ,1,1.14633913,EUR,29.81,, 
7/16/2020,,,,, ,1,1.14633913,EUR,28.13,, 
7/17/2020,,,,, ,1,1.14633913,EUR,26.85,, 
7/20/2020,,,,, ,1,1.14633913,EUR,26.85,26.62, 
7/21/2020,,,,, ,1,1.14633913,EUR,26.34,, 
7/23/2020,,,,, ,1,1.14633913,EUR,26.76,, 
7/24/2020,,,,, ,1,1.14633913,EUR,26.57,, 
7/27/2020,,,,, ,1,1.14633913,EUR,25.53,25.75, 
7/28/2020,,,,, ,1,1.14633913,EUR,25.03,, 
7/29/2020,,,,, ,1,1.14633913,EUR,25.96,, 
7/30/2020,,,,, ,1,1.14633913,EUR,25.34,, 
7/31/2020,,,,, ,1,1.14633913,EUR,26.3,, 
8/3/2020,,,,, ,1,1.182809524,EUR,25.81,26.51, 
8/4/2020,,,,, ,1,1.182809524,EUR,25.95,, 
8/6/2020,,,,, ,1,1.182809524,EUR,26.95,, 
8/7/2020,,,,, ,1,1.182809524,EUR,26.16,, 
8/10/2020,,,,, ,1,1.182809524,EUR,26.92,25.96, 
8/11/2020,,,,, ,1,1.182809524,EUR,26.71,, 
8/12/2020,,,,, ,1,1.182809524,EUR,25.55,, 
8/13/2020,,,,, ,1,1.182809524,EUR,25.94,, 
8/14/2020,,,,, ,1,1.182809524,EUR,25.25,, 
8/17/2020,,,,, ,1,1.182809524,EUR,25.42,26.13, 
8/18/2020,,,,, ,1,1.182809524,EUR,26.05,, 
8/20/2020,,,,, ,1,1.182809524,EUR,25.7,, 
8/21/2020,,,,, ,1,1.182809524,EUR,25.36,, 
8/24/2020,,,,, ,1,1.182809524,EUR,26.6,28.52, 
8/25/2020,,,,, ,1,1.182809524,EUR,27.33,, 
8/26/2020,,,,, ,1,1.182809524,EUR,28.42,, 
8/27/2020,,,,, ,1,1.182809524,EUR,28.03,, 
8/28/2020,,,,, ,1,1.182809524,EUR,29.5,, 
8/31/2020,,,,, ,1,1.182809524,EUR,,28.15, 
9/1/2020,,,,, ,1,1.179240909,EUR,28.28,, 
9/4/2020,,,,, ,1,1.179240909,EUR,28.8,, 
9/7/2020,,,,, ,1,1.179240909,EUR,26.9,27.54, 
9/8/2020,,,,, ,1,1.179240909,EUR,27.25,, 
9/9/2020,,,,, ,1,1.179240909,EUR,26.02,, 
9/10/2020,,,,, ,1,1.179240909,EUR,27.46,, 
9/11/2020,,,,, ,1,1.179240909,EUR,28.05,, 
9/14/2020,,,,, ,1,1.179240909,EUR,28.66,29.33, 
9/15/2020,,,,, ,1,1.179240909,EUR,29.99,, 
9/17/2020,,,,, ,1,1.179240909,EUR,29.1,, 
9/18/2020,,,,, ,1,1.179240909,EUR,28.36,, 
9/21/2020,,,,, ,1,1.179240909,EUR,27.12,26.74, 
9/22/2020,,,,, ,1,1.179240909,EUR,26.75,, 
9/23/2020,,,,, ,1,1.179240909,EUR,27.31,, 
9/24/2020,,,,, ,1,1.179240909,EUR,26.28,, 
9/25/2020,,,,, ,1,1.179240909,EUR,26.2,, 
9/28/2020,,,,, ,1,1.179240909,EUR,26.28,26.99, 
9/29/2020,,,,, ,1,1.179240909,EUR,27.09,, 
10/1/2020,,,,, ,1,1.177518182,EUR,26.41,, 
10/2/2020,,,,, ,1,1.177518182,EUR,26.11,, 
10/5/2020,,,,, ,1,1.177518182,EUR,26.79,26.54, 
10/6/2020,,,,, ,1,1.177518182,EUR,26.68,, 
10/7/2020,,,,, ,1,1.177518182,EUR,26.76,, 
10/8/2020,,,,, ,1,1.177518182,EUR,26.4,, 
10/9/2020,,,,, ,1,1.177518182,EUR,26,, 
10/12/2020,,,,, ,1,1.177518182,EUR,25.54,25.34, 
10/13/2020,,,,, ,1,1.177518182,EUR,25.3,, 
10/15/2020,,,,, ,1,1.177518182,EUR,25.15,, 
10/16/2020,,,,, ,1,1.177518182,EUR,25.46,, 
10/19/2020,,,,, ,1,1.177518182,EUR,24.85,24.52, 
10/20/2020,,,,, ,1,1.177518182,EUR,24.44,, 
10/21/2020,,,,, ,1,1.177518182,EUR,23.96,, 
10/22/2020,,,,, ,1,1.177518182,EUR,23.6,, 
10/23/2020,,,,, ,1,1.177518182,EUR,24.92,, 
10/26/2020,,,,, ,1,1.177518182,EUR,24.33,23.67, 
10/27/2020,,,,, ,1,1.177518182,EUR,23.55,, 
10/29/2020,,,,, ,1,1.177518182,EUR,23.07,, 
10/30/2020,,,,, ,1,1.177518182,EUR,23.45,, 
11/2/2020,,,,, ,1,1.183790476,EUR,23.02,24.91, 
11/3/2020,,,,, ,1,1.183790476,EUR,24.4,, 
11/4/2020,,,,, ,1,1.183790476,EUR,23.83,, 
11/5/2020,,,,, ,1,1.183790476,EUR,25.55,, 
11/6/2020,,,,, ,1,1.183790476,EUR,25.2,, 
11/9/2020,,,,, ,1,1.183790476,EUR,25.41,26.22, 
11/10/2020,,,,, ,1,1.183790476,EUR,26.47,, 
11/12/2020,,,,, ,1,1.183790476,EUR,25.9,, 
11/13/2020,,,,, ,1,1.183790476,EUR,26.31,, 
11/16/2020,,,,, ,1,1.183790476,EUR,26.67,26.86, 
11/17/2020,,,,, ,1,1.183790476,EUR,27.12,, 
11/18/2020,,,,, ,1,1.183790476,EUR,27.42,, 
11/19/2020,,,,, ,1,1.183790476,EUR,26.72,, 
11/20/2020,,,,, ,1,1.183790476,EUR,26.8,, 
11/23/2020,,,,, ,1,1.183790476,EUR,27.25,27.75, 
11/24/2020,,,,, ,1,1.183790476,EUR,26.97,, 
11/26/2020,,,,, ,1,1.183790476,EUR,27.77,, 
11/27/2020,,,,, ,1,1.183790476,EUR,28.23,, 
11/30/2020,,,,, ,1,1.183790476,EUR,28.82,29.33, 
12/1/2020,,,,, ,1,1.216972727,EUR,29.24,, 
12/2/2020,,,,, ,1,1.216972727,EUR,28.9,, 
12/3/2020,,,,, ,1,1.216972727,EUR,29.1,, 
12/4/2020,,,,, ,1,1.216972727,EUR,30,, 
12/7/2020,,,,, ,1,1.216972727,EUR,29.49,30.06, 
12/8/2020,,,,, ,1,1.216972727,EUR,29.69,, 
12/10/2020,,,,, ,1,1.216972727,EUR,30.04,, 
12/11/2020,,,,, ,1,1.216972727,EUR,30.45,, 
12/14/2020,,,,, ,1,1.216972727,EUR,30.92,30.81, 
1/4/2021,,,,, ,1,1.217085,EUR,,33.99, 
1/11/2021,,,,, ,1,1.217085,EUR,,33.62, 
1/18/2021,,,,, ,1,1.217085,EUR,,33.19, 
1/25/2021,,,,, ,1,1.217085,EUR,,33.34, 
1/29/2021,,,,, ,1,1.217085,EUR,33.51,, 
2/1/2021,,,,, ,1,1.20979,EUR,32.66,36.14, 
2/2/2021,,,,, ,1,1.20979,EUR,33.2,, 
2/3/2021,,,,, ,1,1.20979,EUR,38,, 
2/4/2021,,,,, ,1,1.20979,EUR,36.51,, 
2/5/2021,,,,, ,1,1.20979,EUR,37.61,, 
2/8/2021,,,,, ,1,1.20979,EUR,38.62,39, 
2/9/2021,,,,, ,1,1.20979,EUR,37.58,, 
2/10/2021,,,,, ,1,1.20979,EUR,37.7,, 
2/11/2021,,,,, ,1,1.20979,EUR,39.62,, 
2/12/2021,,,,, ,1,1.20979,EUR,37.8,, 
2/15/2021,,,,, ,1,1.20979,EUR,39.82,38.44, 
2/16/2021,,,,, ,1,1.20979,EUR,40.19,, 
2/17/2021,,,,, ,1,1.20979,EUR,38.42,, 
2/18/2021,,,,, ,1,1.20979,EUR,38.01,, 
2/19/2021,,,,, ,1,1.20979,EUR,38.36,, 
2/22/2021,,,,, ,1,1.20979,EUR,36.84,38.26, 
2/23/2021,,,,, ,1,1.20979,EUR,37.5,, 
2/24/2021,,,,, ,1,1.20979,EUR,38.42,, 
2/25/2021,,,,, ,1,1.20979,EUR,38.88,, 
2/26/2021,,,,, ,1,1.20979,EUR,37.51,, 
3/1/2021,,,,, ,1,1.189908696,EUR,37.66,38.03, 
3/2/2021,,,,, ,1,1.189908696,EUR,37.25,, 
3/3/2021,,,,, ,1,1.189908696,EUR,37.56,, 
3/4/2021,,,,, ,1,1.189908696,EUR,36.9,, 
3/5/2021,,,,, ,1,1.189908696,EUR,38.08,, 
3/8/2021,,,,, ,1,1.189908696,EUR,38.41,41.22, 
3/9/2021,,,,, ,1,1.189908696,EUR,39.4,, 
3/10/2021,,,,, ,1,1.189908696,EUR,41,, 
3/11/2021,,,,, ,1,1.189908696,EUR,40.92,, 
3/12/2021,,,,, ,1,1.189908696,EUR,41.52,, 
3/15/2021,,,,, ,1,1.189908696,EUR,42.84,42.27, 
3/16/2021,,,,, ,1,1.189908696,EUR,41.92,, 
3/17/2021,,,,, ,1,1.189908696,EUR,41.9,, 
3/18/2021,,,,, ,1,1.189908696,EUR,43.35,, 
3/19/2021,,,,, ,1,1.189908696,EUR,41.91,, 
3/22/2021,,,,, ,1,1.189908696,EUR,41.8,41.59, 
3/23/2021,,,,, ,1,1.189908696,EUR,41.77,, 
3/24/2021,,,,, ,1,1.189908696,EUR,40.94,, 
3/25/2021,,,,, ,1,1.189908696,EUR,40.69,, 
3/26/2021,,,,, ,1,1.189908696,EUR,40.86,, 
3/29/2021,,,,, ,1,1.189908696,EUR,40.71,42.23, 
3/30/2021,,,,, ,1,1.189908696,EUR,42.25,, 
3/31/2021,,,,, ,1,1.189908696,EUR,42.26,, 
4/1/2021,,,,, ,1,1.19791,EUR,42.04,, 
4/5/2021,,,,, ,1,1.19791,EUR,,43.54, 
4/6/2021,,,,, ,1,1.19791,EUR,43.05,, 
4/7/2021,,,,, ,1,1.19791,EUR,43.63,, 
4/8/2021,,,,, ,1,1.19791,EUR,43.45,, 
4/9/2021,,,,, ,1,1.19791,EUR,43.18,, 
4/12/2021,,,,, ,1,1.19791,EUR,43.86,44.15, 
4/13/2021,,,,, ,1,1.19791,EUR,44.1,, 
4/14/2021,,,,, ,1,1.19791,EUR,43.53,, 
4/15/2021,,,,, ,1,1.19791,EUR,43.99,, 
4/16/2021,,,,, ,1,1.19791,EUR,44.5,, 
4/19/2021,,,,, ,1,1.19791,EUR,44.66,45.84, 
4/20/2021,,,,, ,1,1.19791,EUR,44.2,, 
4/21/2021,,,,, ,1,1.19791,EUR,44.85,, 
4/22/2021,,,,, ,1,1.19791,EUR,46.6,, 
4/23/2021,,,,, ,1,1.19791,EUR,46.41,, 
4/26/2021,,,,, ,1,1.19791,EUR,47.24,47.83, 
4/27/2021,,,,, ,1,1.19791,EUR,46.55,, 
4/28/2021,,,,, ,1,1.19791,EUR,48,, 
4/29/2021,,,,, ,1,1.19791,EUR,47.25,, 
4/30/2021,,,,, ,1,1.19791,EUR,47.68,, 
5/3/2021,,,,, ,1,1.214590476,EUR,,49.57, 
5/4/2021,,,,, ,1,1.214590476,EUR,49.33,, 
5/5/2021,,,,, ,1,1.214590476,EUR,48.62,, 
5/6/2021,,,,, ,1,1.214590476,EUR,49.45,, 
5/7/2021,,,,, ,1,1.214590476,EUR,49.46,, 
5/10/2021,,,,, ,1,1.214590476,EUR,51.81,54.34, 
5/11/2021,,,,, ,1,1.214590476,EUR,51.59,, 
5/12/2021,,,,, ,1,1.214590476,EUR,54.22,, 
5/17/2021,,,,, ,1,1.214590476,EUR,55.57,52.71, 
5/18/2021,,,,, ,1,1.214590476,EUR,55.53,, 
5/19/2021,,,,, ,1,1.214590476,EUR,52.12,, 
5/20/2021,,,,, ,1,1.214590476,EUR,50.84,, 
5/21/2021,,,,, ,1,1.214590476,EUR,52.71,, 
5/24/2021,,,,, ,1,1.214590476,EUR,,52.53, 
5/25/2021,,,,, ,1,1.214590476,EUR,53.09,, 
5/26/2021,,,,, ,1,1.214590476,EUR,54.07,, 
5/27/2021,,,,, ,1,1.214590476,EUR,52.11,, 
5/28/2021,,,,, ,1,1.214590476,EUR,51.08,, 
5/31/2021,,,,, ,1,1.214590476,EUR,,51.14, 
6/1/2021,,,,, ,1,1.204709091,EUR,52.58,, 
6/2/2021,,,,, ,1,1.204709091,EUR,51.5,, 
6/3/2021,,,,, ,1,1.204709091,EUR,51.9,, 
6/4/2021,,,,, ,1,1.204709091,EUR,49.55,, 
6/7/2021,,,,, ,1,1.204709091,EUR,48.56,52.72, 
6/8/2021,,,,, ,1,1.204709091,EUR,52.03,, 
6/9/2021,,,,, ,1,1.204709091,EUR,53.7,, 
6/10/2021,,,,, ,1,1.204709091,EUR,53.3,, 
6/11/2021,,,,, ,1,1.204709091,EUR,53.12,, 
6/14/2021,,,,, ,1,1.204709091,EUR,53.6,51.69, 
6/15/2021,,,,, ,1,1.204709091,EUR,51.18,, 
6/16/2021,,,,, ,1,1.204709091,EUR,50.83,, 
6/17/2021,,,,, ,1,1.204709091,EUR,50.84,, 
6/18/2021,,,,, ,1,1.204709091,EUR,51.51,, 
6/21/2021,,,,, ,1,1.204709091,EUR,52.09,54.13, 
6/22/2021,,,,, ,1,1.204709091,EUR,52.97,, 
6/23/2021,,,,, ,1,1.204709091,EUR,53.62,, 
6/24/2021,,,,, ,1,1.204709091,EUR,54.85,, 
6/25/2021,,,,, ,1,1.204709091,EUR,55.69,, 
6/28/2021,,,,, ,1,1.204709091,EUR,55.06,56.5, 
6/29/2021,,,,, ,1,1.204709091,EUR,55.39,, 
6/30/2021,,,,, ,1,1.204709091,EUR,55.57,, 
7/1/2021,,,,, ,1,1.182181818,EUR,58.01,, 
7/2/2021,,,,, ,1,1.182181818,EUR,57.11,, 
7/5/2021,,,,, ,1,1.182181818,EUR,57.91,54.22, 
7/6/2021,,,,, ,1,1.182181818,EUR,57.15,, 
7/7/2021,,,,, ,1,1.182181818,EUR,53.15,, 
7/8/2021,,,,, ,1,1.182181818,EUR,51.09,, 
7/9/2021,,,,, ,1,1.182181818,EUR,53.85,, 
7/12/2021,,,,, ,1,1.182181818,EUR,52.5,52.76, 
7/13/2021,,,,, ,1,1.182181818,EUR,52.44,, 
7/14/2021,,,,, ,1,1.182181818,EUR,52,, 
7/15/2021,,,,, ,1,1.182181818,EUR,52.28,, 
7/16/2021,,,,, ,1,1.182181818,EUR,53.33,, 
7/19/2021,,,,, ,1,1.182181818,EUR,53.55,51.49, 
7/20/2021,,,,, ,1,1.182181818,EUR,51.74,, 
7/21/2021,,,,, ,1,1.182181818,EUR,51.7,, 
7/22/2021,,,,, ,1,1.182181818,EUR,51.44,, 
7/23/2021,,,,, ,1,1.182181818,EUR,50.13,, 
7/26/2021,,,,, ,1,1.182181818,EUR,51.79,53.47, 
7/27/2021,,,,, ,1,1.182181818,EUR,52.8,, 
7/28/2021,,,,, ,1,1.182181818,EUR,53.45,, 
7/29/2021,,,,, ,1,1.182181818,EUR,54.02,, 
7/30/2021,,,,, ,1,1.182181818,EUR,53,, 
8/2/2021,,,,, ,1,1.177181818,EUR,54.6,55.34, 
8/3/2021,,,,, ,1,1.177181818,EUR,54.17,, 
8/4/2021,,,,, ,1,1.177181818,EUR,55,, 
8/5/2021,,,,, ,1,1.177181818,EUR,54.84,, 
8/6/2021,,,,, ,1,1.177181818,EUR,56.72,, 
8/9/2021,,,,, ,1,1.177181818,EUR,56,56.69, 
8/10/2021,,,,, ,1,1.177181818,EUR,57.1,, 
8/11/2021,,,,, ,1,1.177181818,EUR,56.69,, 
8/12/2021,,,,, ,1,1.177181818,EUR,57.36,, 
8/13/2021,,,,, ,1,1.177181818,EUR,55.6,, 
8/16/2021,,,,, ,1,1.177181818,EUR,57.18,56.08, 
8/17/2021,,,,, ,1,1.177181818,EUR,57.4,, 
8/18/2021,,,,, ,1,1.177181818,EUR,57.7,, 
8/19/2021,,,,, ,1,1.177181818,EUR,55.81,, 
8/20/2021,,,,, ,1,1.177181818,EUR,54.4,, 
8/23/2021,,,,, ,1,1.177181818,EUR,55.95,56.88, 
8/24/2021,,,,, ,1,1.177181818,EUR,55.72,, 
8/25/2021,,,,, ,1,1.177181818,EUR,56.63,, 
8/26/2021,,,,, ,1,1.177181818,EUR,55.61,, 
8/27/2021,,,,, ,1,1.177181818,EUR,57.51,, 
8/30/2021,,,,, ,1,1.177181818,EUR,,60.9, 
8/31/2021,,,,, ,1,1.177181818,EUR,60.11,, 
9/1/2021,,,,, ,1,1.177031818,EUR,61.29,, 
9/3/2021,,,,, ,1,1.177031818,EUR,61.25,, 
9/6/2021,,,,, ,1,1.177031818,EUR,62.87,62.08, 
9/7/2021,,,,, ,1,1.177031818,EUR,61.71,, 
9/8/2021,,,,, ,1,1.177031818,EUR,61.93,, 
9/9/2021,,,,, ,1,1.177031818,EUR,61.98,, 
9/10/2021,,,,, ,1,1.177031818,EUR,61.85,, 
9/13/2021,,,,, ,1,1.177031818,EUR,61.91,59.91, 
9/14/2021,,,,, ,1,1.177031818,EUR,61.51,, 
9/15/2021,,,,, ,1,1.177031818,EUR,60,, 
9/16/2021,,,,, ,1,1.177031818,EUR,59.89,, 
9/17/2021,,,,, ,1,1.177031818,EUR,59.6,, 
9/20/2021,,,,, ,1,1.177031818,EUR,58.56,60.98, 
9/21/2021,,,,, ,1,1.177031818,EUR,60.31,, 
9/22/2021,,,,, ,1,1.177031818,EUR,60.02,, 
9/23/2021,,,,, ,1,1.177031818,EUR,59.45,, 
9/24/2021,,,,, ,1,1.177031818,EUR,61.24,, 
9/27/2021,,,,, ,1,1.177031818,EUR,64,62.59, 
9/28/2021,,,,, ,1,1.177031818,EUR,65,, 
9/29/2021,,,,, ,1,1.177031818,EUR,61.83,, 
9/30/2021,,,,, ,1,1.177031818,EUR,61.37,, 
10/1/2021,,,,, ,1,1.160147619,EUR,62.04,, 
10/4/2021,,,,, ,1,1.160147619,EUR,63.56,61.19, 
10/5/2021,,,,, ,1,1.160147619,EUR,63.66,, 
10/6/2021,,,,, ,1,1.160147619,EUR,61.36,, 
10/7/2021,,,,, ,1,1.160147619,EUR,58.99,, 
10/8/2021,,,,, ,1,1.160147619,EUR,59.92,, 
10/11/2021,,,,, ,1,1.160147619,EUR,59.33,59.61, 
10/12/2021,,,,, ,1,1.160147619,EUR,58.86,, 
10/13/2021,,,,, ,1,1.160147619,EUR,58.75,, 
10/14/2021,,,,, ,1,1.160147619,EUR,59.43,, 
10/15/2021,,,,, ,1,1.160147619,EUR,61.01,, 
10/18/2021,,,,, ,1,1.160147619,EUR,58.85,57.43, 
10/19/2021,,,,, ,1,1.160147619,EUR,57.58,, 
10/20/2021,,,,, ,1,1.160147619,EUR,56,, 
10/21/2021,,,,, ,1,1.160147619,EUR,57.1,, 
10/22/2021,,,,, ,1,1.160147619,EUR,59.5,, 
10/25/2021,,,,, ,1,1.160147619,EUR,58.94,59.2, 
10/26/2021,,,,, ,1,1.160147619,EUR,58.96,, 
10/27/2021,,,,, ,1,1.160147619,EUR,58.92,, 
10/28/2021,,,,, ,1,1.160147619,EUR,58.93,, 
10/29/2021,,,,, ,1,1.160147619,EUR,59.4,, 
11/1/2021,,,,, ,1,1.141404545,EUR,59.98,59.09, 
11/2/2021,,,,, ,1,1.141404545,EUR,57.8,, 
11/3/2021,,,,, ,1,1.141404545,EUR,59.78,, 
11/4/2021,,,,, ,1,1.141404545,EUR,59.81,, 
11/5/2021,,,,, ,1,1.141404545,EUR,61.05,, 
11/8/2021,,,,, ,1,1.141404545,EUR,60.06,62.23, 
11/9/2021,,,,, ,1,1.141404545,EUR,60.11,, 
11/10/2021,,,,, ,1,1.141404545,EUR,61.53,, 
11/11/2021,,,,, ,1,1.141404545,EUR,62.31,, 
11/12/2021,,,,, ,1,1.141404545,EUR,63.53,, 
11/15/2021,,,,, ,1,1.141404545,EUR,64.4,67.82, 
11/16/2021,,,,, ,1,1.141404545,EUR,67.5,, 
11/17/2021,,,,, ,1,1.141404545,EUR,67.14,, 
11/18/2021,,,,, ,1,1.141404545,EUR,66.51,, 
11/19/2021,,,,, ,1,1.141404545,EUR,69.21,, 
11/22/2021,,,,, ,1,1.141404545,EUR,69.7,71.85, 
11/23/2021,,,,, ,1,1.141404545,EUR,69.88,, 
11/24/2021,,,,, ,1,1.141404545,EUR,69.51,, 
11/25/2021,,,,, ,1,1.141404545,EUR,72.15,, 
11/26/2021,,,,, ,1,1.141404545,EUR,71.95,, 
11/29/2021,,,,, ,1,1.141404545,EUR,74.48,76.9, 
11/30/2021,,,,, ,1,1.141404545,EUR,74.82,, 
12/1/2021,,,,, ,1,1.130378261,EUR,76.38,, 
12/2/2021,,,,, ,1,1.130378261,EUR,77.1,, 
12/3/2021,,,,, ,1,1.130378261,EUR,78.76,, 
12/6/2021,,,,, ,1,1.130378261,EUR,80,83.79, 
12/7/2021,,,,, ,1,1.130378261,EUR,82.87,, 
12/8/2021,,,,, ,1,1.130378261,EUR,87.45,, 
12/9/2021,,,,, ,1,1.130378261,EUR,84.93,, 
12/10/2021,,,,, ,1,1.130378261,EUR,79.83,, 
12/13/2021,,,,, ,1,1.130378261,EUR,85,80.03, 
12/14/2021,,,,, ,1,1.130378261,EUR,79.99,, 
12/15/2021,,,,, ,1,1.130378261,EUR,79.29,, 
12/16/2021,,,,, ,1,1.130378261,EUR,80.5,, 
12/17/2021,,,,, ,1,1.130378261,EUR,82.25,, 
12/20/2021,,,,, ,1,1.130378261,EUR,74.57,79.38, 
1/3/2022,,,,, ,1,1.131447619,EUR,,85.73, 
1/10/2022,,,,, ,1,1.131447619,EUR,82.71,80.81, 
1/11/2022,,,,, ,1,1.131447619,EUR,81.9,, 
1/13/2022,,,,, ,1,1.131447619,EUR,79.05,, 
1/14/2022,,,,, ,1,1.131447619,EUR,81.52,, 
1/17/2022,,,,, ,1,1.131447619,EUR,80.21,83.08, 
1/18/2022,,,,, ,1,1.131447619,EUR,79.22,, 
1/19/2022,,,,, ,1,1.131447619,EUR,80.7,, 
1/20/2022,,,,, ,1,1.131447619,EUR,80.8,, 
1/21/2022,,,,, ,1,1.131447619,EUR,84.03,, 
1/24/2022,,,,, ,1,1.131447619,EUR,85.75,87.82, 
1/25/2022,,,,, ,1,1.131447619,EUR,84.48,, 
1/27/2022,,,,, ,1,1.131447619,EUR,88.51,, 
1/28/2022,,,,, ,1,1.131447619,EUR,89.25,, 
1/31/2022,,,,, ,1,1.131447619,EUR,88.03,92.85, 
2/2/2022,,,,, ,1,1.13419,EUR,91.61,, 
2/3/2022,,,,, ,1,1.13419,EUR,92.65,, 
2/4/2022,,,,, ,1,1.13419,EUR,94.65,, 
2/7/2022,,,,, ,1,1.13419,EUR,93.5,93.61, 
2/8/2022,,,,, ,1,1.13419,EUR,97.51,, 
2/9/2022,,,,, ,1,1.13419,EUR,96.53,, 
2/10/2022,,,,, ,1,1.13419,EUR,90.6,, 
2/11/2022,,,,, ,1,1.13419,EUR,89.98,, 
2/14/2022,,,,, ,1,1.13419,EUR,90.73,89.73, 
2/15/2022,,,,, ,1,1.13419,EUR,90.35,, 
2/16/2022,,,,, ,1,1.13419,EUR,88.05,, 
2/17/2022,,,,, ,1,1.13419,EUR,87.5,, 
2/18/2022,,,,, ,1,1.13419,EUR,87.65,, 
2/21/2022,,,,, ,1,1.13419,EUR,87.99,89.94, 
2/22/2022,,,,, ,1,1.13419,EUR,88.4,, 
2/23/2022,,,,, ,1,1.13419,EUR,92.8,, 
2/24/2022,,,,, ,1,1.13419,EUR,88,, 
2/25/2022,,,,, ,1,1.13419,EUR,86.9,, 
2/28/2022,,,,, ,1,1.13419,EUR,80.92,70.4, 
3/1/2022,,,,, ,1,1.101895652,EUR,79.96,, 
3/3/2022,,,,, ,1,1.101895652,EUR,63.87,, 
3/4/2022,,,,, ,1,1.101895652,EUR,67.22,, 
3/7/2022,,,,, ,1,1.101895652,EUR,57.91,70.63, 
3/8/2022,,,,, ,1,1.101895652,EUR,62.01,, 
3/10/2022,,,,, ,1,1.101895652,EUR,70.04,, 
3/11/2022,,,,, ,1,1.101895652,EUR,76.5,, 
3/14/2022,,,,, ,1,1.101895652,EUR,78.6,78.53, 
3/15/2022,,,,, ,1,1.101895652,EUR,75.55,, 
3/16/2022,,,,, ,1,1.101895652,EUR,75.25,, 
3/17/2022,,,,, ,1,1.101895652,EUR,76.87,, 
3/18/2022,,,,, ,1,1.101895652,EUR,79.21,, 
3/21/2022,,,,, ,1,1.101895652,EUR,77.76,78.5, 
3/22/2022,,,,, ,1,1.101895652,EUR,79.05,, 
3/24/2022,,,,, ,1,1.101895652,EUR,76.15,, 
3/25/2022,,,,, ,1,1.101895652,EUR,78.5,, 
3/28/2022,,,,, ,1,1.101895652,EUR,80.76,79.16, 
3/29/2022,,,,, ,1,1.101895652,EUR,80.51,, 
3/30/2022,,,,, ,1,1.101895652,EUR,77.22,, 
3/31/2022,,,,, ,1,1.101895652,EUR,79.25,, 
4/1/2022,,,,, ,1,1.081873684,EUR,78,, 
