,European Union Emissions Trading System (until 2018),,,, ,"European Union Emissions Trading System (from 2019, download)",,,,, 
Date,Exchange rate EUR/EUR,Exchange rate EUR/USD,Market Currency,Primary Market, ,Exchange rate EUR/EUR,Exchange rate EUR/USD,Market Currency,Primary Market,Secondary Market, 
6/5/2018,1,1.167828571,EUR,16.35, ,,,,,, 
6/6/2018,1,1.167828571,EUR,15.7, ,,,,,, 
6/7/2018,1,1.167828571,EUR,16.14, ,,,,,, 
6/8/2018,1,1.167828571,EUR,15.78, ,,,,,, 
6/11/2018,1,1.167828571,EUR,15.7, ,,,,,, 
6/12/2018,1,1.167828571,EUR,15.08, ,,,,,, 
6/13/2018,1,1.167828571,EUR,, ,,,,,, 
6/14/2018,1,1.167828571,EUR,15.44, ,,,,,, 
6/15/2018,1,1.167828571,EUR,14.62, ,,,,,, 
6/18/2018,1,1.167828571,EUR,14.52, ,,,,,, 
6/19/2018,1,1.167828571,EUR,14.35, ,,,,,, 
6/20/2018,1,1.167828571,EUR,14.21, ,,,,,, 
6/21/2018,1,1.167828571,EUR,14.2, ,,,,,, 
6/22/2018,1,1.167828571,EUR,14.78, ,,,,,, 
6/25/2018,1,1.167828571,EUR,15.03, ,,,,,, 
6/26/2018,1,1.167828571,EUR,14.86, ,,,,,, 
6/27/2018,1,1.167828571,EUR,, ,,,,,, 
6/28/2018,1,1.167828571,EUR,15.22, ,,,,,, 
6/29/2018,1,1.167828571,EUR,14.85, ,,,,,, 
7/2/2018,1,1.168572727,EUR,14.95, ,,,,,, 
7/3/2018,1,1.168572727,EUR,15.15, ,,,,,, 
7/4/2018,1,1.168572727,EUR,15.35, ,,,,,, 
7/5/2018,1,1.168572727,EUR,15.4, ,,,,,, 
7/6/2018,1,1.168572727,EUR,15.55, ,,,,,, 
7/9/2018,1,1.168572727,EUR,15.85, ,,,,,, 
7/10/2018,1,1.168572727,EUR,16.15, ,,,,,, 
7/11/2018,1,1.168572727,EUR,, ,,,,,, 
7/12/2018,1,1.168572727,EUR,16.22, ,,,,,, 
7/13/2018,1,1.168572727,EUR,15.8, ,,,,,, 
7/16/2018,1,1.168572727,EUR,16.14, ,,,,,, 
7/17/2018,1,1.168572727,EUR,15.87, ,,,,,, 
7/18/2018,1,1.168572727,EUR,16.01, ,,,,,, 
7/19/2018,1,1.168572727,EUR,16.46, ,,,,,, 
7/20/2018,1,1.168572727,EUR,16.9, ,,,,,, 
7/23/2018,1,1.168572727,EUR,17.2, ,,,,,, 
7/24/2018,1,1.168572727,EUR,17.45, ,,,,,, 
7/25/2018,1,1.168572727,EUR,, ,,,,,, 
7/26/2018,1,1.168572727,EUR,16.99, ,,,,,, 
7/27/2018,1,1.168572727,EUR,16.91, ,,,,,, 
7/30/2018,1,1.168572727,EUR,16.9, ,,,,,, 
7/31/2018,1,1.168572727,EUR,16.87, ,,,,,, 
8/1/2018,1,1.154895652,EUR,17.38, ,,,,,, 
8/2/2018,1,1.154895652,EUR,17.58, ,,,,,, 
8/3/2018,1,1.154895652,EUR,17.62, ,,,,,, 
8/6/2018,1,1.154895652,EUR,17.62, ,,,,,, 
8/7/2018,1,1.154895652,EUR,17.47, ,,,,,, 
8/8/2018,1,1.154895652,EUR,, ,,,,,, 
8/9/2018,1,1.154895652,EUR,17.47, ,,,,,, 
8/10/2018,1,1.154895652,EUR,17.72, ,,,,,, 
8/13/2018,1,1.154895652,EUR,17.93, ,,,,,, 
8/14/2018,1,1.154895652,EUR,18.03, ,,,,,, 
8/15/2018,1,1.154895652,EUR,, ,,,,,, 
8/16/2018,1,1.154895652,EUR,18, ,,,,,, 
8/17/2018,1,1.154895652,EUR,18.1, ,,,,,, 
8/20/2018,1,1.154895652,EUR,18.2, ,,,,,, 
8/21/2018,1,1.154895652,EUR,18.55, ,,,,,, 
8/22/2018,1,1.154895652,EUR,, ,,,,,, 
8/23/2018,1,1.154895652,EUR,20.05, ,,,,,, 
8/24/2018,1,1.154895652,EUR,20.55, ,,,,,, 
8/27/2018,1,1.154895652,EUR,, ,,,,,, 
8/28/2018,1,1.154895652,EUR,21.3, ,,,,,, 
8/29/2018,1,1.154895652,EUR,20.9, ,,,,,, 
8/30/2018,1,1.154895652,EUR,21.09, ,,,,,, 
8/31/2018,1,1.154895652,EUR,21.11, ,,,,,, 
9/3/2018,1,1.16587,EUR,20.45, ,,,,,, 
9/4/2018,1,1.16587,EUR,20.5, ,,,,,, 
9/5/2018,1,1.16587,EUR,, ,,,,,, 
9/6/2018,1,1.16587,EUR,, ,,,,,, 
9/7/2018,1,1.16587,EUR,22.51, ,,,,,, 
9/10/2018,1,1.16587,EUR,24.85, ,,,,,, 
9/11/2018,1,1.16587,EUR,24.15, ,,,,,, 
9/12/2018,1,1.16587,EUR,23.75, ,,,,,, 
9/13/2018,1,1.16587,EUR,21.9, ,,,,,, 
9/14/2018,1,1.16587,EUR,19.51, ,,,,,, 
9/17/2018,1,1.16587,EUR,20.6, ,,,,,, 
9/18/2018,1,1.16587,EUR,20.75, ,,,,,, 
9/19/2018,1,1.16587,EUR,, ,,,,,, 
9/20/2018,1,1.16587,EUR,21.8, ,,,,,, 
9/21/2018,1,1.16587,EUR,, ,,,,,, 
9/24/2018,1,1.16587,EUR,22.39, ,,,,,, 
9/25/2018,1,1.16587,EUR,21.9, ,,,,,, 
9/26/2018,1,1.16587,EUR,20.4, ,,,,,, 
9/27/2018,1,1.16587,EUR,19.87, ,,,,,, 
9/28/2018,1,1.16587,EUR,20.3, ,,,,,, 
10/1/2018,1,1.148404348,EUR,20.7, ,,,,,, 
10/2/2018,1,1.148404348,EUR,21.45, ,,,,,, 
10/3/2018,1,1.148404348,EUR,, ,,,,,, 
10/4/2018,1,1.148404348,EUR,21.15, ,,,,,, 
10/5/2018,1,1.148404348,EUR,21.14, ,,,,,, 
10/8/2018,1,1.148404348,EUR,22.09, ,,,,,, 
10/9/2018,1,1.148404348,EUR,21.32, ,,,,,, 
10/10/2018,1,1.148404348,EUR,20.38, ,,,,,, 
10/11/2018,1,1.148404348,EUR,18.57, ,,,,,, 
10/12/2018,1,1.148404348,EUR,19.95, ,,,,,, 
10/15/2018,1,1.148404348,EUR,20.03, ,,,,,, 
10/16/2018,1,1.148404348,EUR,17.9, ,,,,,, 
10/17/2018,1,1.148404348,EUR,, ,,,,,, 
10/18/2018,1,1.148404348,EUR,18.53, ,,,,,, 
10/19/2018,1,1.148404348,EUR,19.17, ,,,,,, 
10/22/2018,1,1.148404348,EUR,19.1, ,,,,,, 
10/23/2018,1,1.148404348,EUR,18.5, ,,,,,, 
10/24/2018,1,1.148404348,EUR,19.1, ,,,,,, 
10/25/2018,1,1.148404348,EUR,18.72, ,,,,,, 
10/26/2018,1,1.148404348,EUR,18.98, ,,,,,, 
10/29/2018,1,1.148404348,EUR,17.91, ,,,,,, 
10/30/2018,1,1.148404348,EUR,16.87, ,,,,,, 
10/31/2018,1,1.148404348,EUR,, ,,,,,, 
11/1/2018,1,1.136686364,EUR,15.85, ,,,,,, 
11/2/2018,1,1.136686364,EUR,16.15, ,,,,,, 
11/5/2018,1,1.136686364,EUR,16.4, ,,,,,, 
11/6/2018,1,1.136686364,EUR,16.99, ,,,,,, 
11/7/2018,1,1.136686364,EUR,18.25, ,,,,,, 
11/8/2018,1,1.136686364,EUR,19.56, ,,,,,, 
11/9/2018,1,1.136686364,EUR,19.25, ,,,,,, 
11/12/2018,1,1.136686364,EUR,20.01, ,,,,,, 
11/13/2018,1,1.136686364,EUR,19.76, ,,,,,, 
11/14/2018,1,1.136686364,EUR,, ,,,,,, 
11/15/2018,1,1.136686364,EUR,18.46, ,,,,,, 
11/16/2018,1,1.136686364,EUR,, ,,,,,, 
11/19/2018,1,1.136686364,EUR,18.43, ,,,,,, 
11/20/2018,1,1.136686364,EUR,19.4, ,,,,,, 
11/21/2018,1,1.136686364,EUR,20.1, ,,,,,, 
11/22/2018,1,1.136686364,EUR,20.3, ,,,,,, 
11/23/2018,1,1.136686364,EUR,, ,,,,,, 
11/26/2018,1,1.136686364,EUR,19.71, ,,,,,, 
11/27/2018,1,1.136686364,EUR,19.77, ,,,,,, 
11/28/2018,1,1.136686364,EUR,, ,,,,,, 
11/29/2018,1,1.136686364,EUR,19.35, ,,,,,, 
11/30/2018,1,1.136686364,EUR,, ,,,,,, 
12/3/2018,1,1.138421053,EUR,20.52, ,,,,,, 
12/4/2018,1,1.138421053,EUR,20.35, ,,,,,, 
12/5/2018,1,1.138421053,EUR,20.21, ,,,,,, 
12/6/2018,1,1.138421053,EUR,18.55, ,,,,,, 
12/7/2018,1,1.138421053,EUR,, ,,,,,, 
12/10/2018,1,1.138421053,EUR,19.77, ,,,,,, 
12/11/2018,1,1.138421053,EUR,20.77, ,,,,,, 
12/12/2018,1,1.138421053,EUR,, ,,,,,, 
12/13/2018,1,1.138421053,EUR,21.88, ,,,,,, 
12/14/2018,1,1.138421053,EUR,, ,,,,,, 
12/17/2018,1,1.138421053,EUR,23.4, ,,,,,, 
12/18/2018,1,1.138421053,EUR,, ,,,,,, 
12/19/2018,1,1.138421053,EUR,, ,,,,,, 
12/20/2018,1,1.138421053,EUR,, ,,,,,, 
12/21/2018,1,1.138421053,EUR,, ,,,,,, 
12/27/2018,1,1.138421053,EUR,, ,,,,,, 
12/28/2018,1,1.138421053,EUR,, ,,,,,, 
1/7/2019,,,,, ,1,1.141640909,EUR,23.01,22.39, 
1/8/2019,,,,, ,1,1.141640909,EUR,22.4,, 
1/10/2019,,,,, ,1,1.141640909,EUR,21.4,, 
1/14/2019,,,,, ,1,1.141640909,EUR,21.95,23.42, 
1/15/2019,,,,, ,1,1.141640909,EUR,22.55,, 
1/16/2019,,,,, ,1,1.141640909,EUR,22.81,, 
1/17/2019,,,,, ,1,1.141640909,EUR,23.55,, 
1/21/2019,,,,, ,1,1.141640909,EUR,24.22,24.48, 
1/22/2019,,,,, ,1,1.141640909,EUR,24.42,, 
1/24/2019,,,,, ,1,1.141640909,EUR,24.6,, 
1/28/2019,,,,, ,1,1.141640909,EUR,23.01,22.7, 
1/29/2019,,,,, ,1,1.141640909,EUR,22.43,, 
1/30/2019,,,,, ,1,1.141640909,EUR,22.91,, 
1/31/2019,,,,, ,1,1.141640909,EUR,22.3,, 
2/1/2019,,,,, ,1,1.135115,EUR,21.38,, 
2/4/2019,,,,, ,1,1.135115,EUR,21.38,23.16, 
2/5/2019,,,,, ,1,1.135115,EUR,22.93,, 
2/7/2019,,,,, ,1,1.135115,EUR,23.8,, 
2/8/2019,,,,, ,1,1.135115,EUR,23.28,, 
2/11/2019,,,,, ,1,1.135115,EUR,21.8,20.85, 
2/12/2019,,,,, ,1,1.135115,EUR,21.71,, 
2/13/2019,,,,, ,1,1.135115,EUR,20.01,, 
2/14/2019,,,,, ,1,1.135115,EUR,20.86,, 
2/15/2019,,,,, ,1,1.135115,EUR,19.99,, 
2/18/2019,,,,, ,1,1.135115,EUR,20.14,19.69, 
2/19/2019,,,,, ,1,1.135115,EUR,20.26,, 
2/21/2019,,,,, ,1,1.135115,EUR,19.85,, 
2/22/2019,,,,, ,1,1.135115,EUR,18.35,, 
2/25/2019,,,,, ,1,1.135115,EUR,18.62,20.83, 
2/26/2019,,,,, ,1,1.135115,EUR,19.6,, 
2/27/2019,,,,, ,1,1.135115,EUR,20.31,, 
2/28/2019,,,,, ,1,1.135115,EUR,20.9,, 
3/1/2019,,,,, ,1,1.130247619,EUR,21.31,, 
3/4/2019,,,,, ,1,1.130247619,EUR,22.12,22.9, 
3/5/2019,,,,, ,1,1.130247619,EUR,22.86,, 
3/7/2019,,,,, ,1,1.130247619,EUR,22.03,, 
3/8/2019,,,,, ,1,1.130247619,EUR,22.88,, 
3/11/2019,,,,, ,1,1.130247619,EUR,22.6,22.42, 
3/12/2019,,,,, ,1,1.130247619,EUR,22.48,, 
3/13/2019,,,,, ,1,1.130247619,EUR,21.98,, 
3/14/2019,,,,, ,1,1.130247619,EUR,22.23,, 
3/15/2019,,,,, ,1,1.130247619,EUR,22.77,, 
3/18/2019,,,,, ,1,1.130247619,EUR,21.5,21.24, 
3/19/2019,,,,, ,1,1.130247619,EUR,21.35,, 
3/21/2019,,,,, ,1,1.130247619,EUR,21.1,, 
3/22/2019,,,,, ,1,1.130247619,EUR,20.64,, 
3/25/2019,,,,, ,1,1.130247619,EUR,20.6,21.63, 
3/26/2019,,,,, ,1,1.130247619,EUR,21.17,, 
3/27/2019,,,,, ,1,1.130247619,EUR,21.45,, 
3/28/2019,,,,, ,1,1.130247619,EUR,21.55,, 
3/29/2019,,,,, ,1,1.130247619,EUR,21.83,, 
4/1/2019,,,,, ,1,1.123825,EUR,21.06,23.22, 
4/2/2019,,,,, ,1,1.123825,EUR,21.4,, 
4/4/2019,,,,, ,1,1.123825,EUR,23.65,, 
4/5/2019,,,,, ,1,1.123825,EUR,24.17,, 
4/8/2019,,,,, ,1,1.123825,EUR,24.07,25.97, 
4/9/2019,,,,, ,1,1.123825,EUR,25.2,, 
4/10/2019,,,,, ,1,1.123825,EUR,26.21,, 
4/11/2019,,,,, ,1,1.123825,EUR,25.88,, 
4/12/2019,,,,, ,1,1.123825,EUR,26.72,, 
4/15/2019,,,,, ,1,1.123825,EUR,27,27.04, 
4/16/2019,,,,, ,1,1.123825,EUR,26.8,, 
4/18/2019,,,,, ,1,1.123825,EUR,26.92,, 
4/22/2019,,,,, ,1,1.123825,EUR,,26.99, 
4/23/2019,,,,, ,1,1.123825,EUR,27.17,, 
4/24/2019,,,,, ,1,1.123825,EUR,27.02,, 
4/25/2019,,,,, ,1,1.123825,EUR,27.46,, 
4/26/2019,,,,, ,1,1.123825,EUR,26.79,, 
4/29/2019,,,,, ,1,1.123825,EUR,25.81,25.67, 
4/30/2019,,,,, ,1,1.123825,EUR,25.85,, 
5/2/2019,,,,, ,1,1.118459091,EUR,25.04,, 
5/3/2019,,,,, ,1,1.118459091,EUR,24.32,, 
5/6/2019,,,,, ,1,1.118459091,EUR,,26.15, 
5/7/2019,,,,, ,1,1.118459091,EUR,25.65,, 
5/8/2019,,,,, ,1,1.118459091,EUR,26.5,, 
5/9/2019,,,,, ,1,1.118459091,EUR,26.81,, 
5/10/2019,,,,, ,1,1.118459091,EUR,26.35,, 
5/13/2019,,,,, ,1,1.118459091,EUR,25.25,25.49, 
5/14/2019,,,,, ,1,1.118459091,EUR,25.03,, 
5/16/2019,,,,, ,1,1.118459091,EUR,25.81,, 
5/17/2019,,,,, ,1,1.118459091,EUR,25.01,, 
5/20/2019,,,,, ,1,1.118459091,EUR,24.91,25.7, 
5/21/2019,,,,, ,1,1.118459091,EUR,25.01,, 
5/22/2019,,,,, ,1,1.118459091,EUR,25.65,, 
5/23/2019,,,,, ,1,1.118459091,EUR,26.05,, 
5/24/2019,,,,, ,1,1.118459091,EUR,25.61,, 
5/27/2019,,,,, ,1,1.118459091,EUR,,25.27, 
5/28/2019,,,,, ,1,1.118459091,EUR,25.3,, 
6/3/2019,,,,, ,1,1.12934,EUR,23.96,24.21, 
6/4/2019,,,,, ,1,1.12934,EUR,23.86,, 
6/5/2019,,,,, ,1,1.12934,EUR,24.42,, 
6/6/2019,,,,, ,1,1.12934,EUR,24.07,, 
6/7/2019,,,,, ,1,1.12934,EUR,24.24,, 
6/10/2019,,,,, ,1,1.12934,EUR,,25, 
6/11/2019,,,,, ,1,1.12934,EUR,25.12,, 
6/13/2019,,,,, ,1,1.12934,EUR,24.92,, 
6/14/2019,,,,, ,1,1.12934,EUR,24.67,, 
6/17/2019,,,,, ,1,1.12934,EUR,24.78,25.1, 
6/18/2019,,,,, ,1,1.12934,EUR,24.98,, 
6/19/2019,,,,, ,1,1.12934,EUR,24.98,, 
6/20/2019,,,,, ,1,1.12934,EUR,24.86,, 
6/21/2019,,,,, ,1,1.12934,EUR,24.87,, 
6/24/2019,,,,, ,1,1.12934,EUR,25.64,26.67, 
6/27/2019,,,,, ,1,1.12934,EUR,27.1,, 
6/28/2019,,,,, ,1,1.12934,EUR,26.4,, 
7/1/2019,,,,, ,1,1.12183913,EUR,26.72,26.51, 
7/2/2019,,,,, ,1,1.12183913,EUR,27.22,, 
7/3/2019,,,,, ,1,1.12183913,EUR,26.33,, 
7/4/2019,,,,, ,1,1.12183913,EUR,26.22,, 
7/5/2019,,,,, ,1,1.12183913,EUR,25.84,, 
7/8/2019,,,,, ,1,1.12183913,EUR,26.6,27.73, 
7/9/2019,,,,, ,1,1.12183913,EUR,26.68,, 
7/11/2019,,,,, ,1,1.12183913,EUR,28.5,, 
7/12/2019,,,,, ,1,1.12183913,EUR,28.25,, 
7/15/2019,,,,, ,1,1.12183913,EUR,29.15,28.53, 
7/16/2019,,,,, ,1,1.12183913,EUR,29.1,, 
7/17/2019,,,,, ,1,1.12183913,EUR,28.37,, 
7/18/2019,,,,, ,1,1.12183913,EUR,27.99,, 
7/19/2019,,,,, ,1,1.12183913,EUR,28.15,, 
7/22/2019,,,,, ,1,1.12183913,EUR,28.96,29.06, 
7/23/2019,,,,, ,1,1.12183913,EUR,29.05,, 
7/25/2019,,,,, ,1,1.12183913,EUR,29.46,, 
7/26/2019,,,,, ,1,1.12183913,EUR,28.51,, 
7/29/2019,,,,, ,1,1.12183913,EUR,28.8,28.6, 
7/30/2019,,,,, ,1,1.12183913,EUR,28.18,, 
7/31/2019,,,,, ,1,1.12183913,EUR,28.04,, 
8/1/2019,,,,, ,1,1.112622727,EUR,28.9,, 
8/2/2019,,,,, ,1,1.112622727,EUR,29.1,, 
8/5/2019,,,,, ,1,1.112622727,EUR,28.82,28.41, 
8/6/2019,,,,, ,1,1.112622727,EUR,28.48,, 
8/8/2019,,,,, ,1,1.112622727,EUR,28.68,, 
8/9/2019,,,,, ,1,1.112622727,EUR,28.37,, 
8/12/2019,,,,, ,1,1.112622727,EUR,27.7,26.53, 
8/13/2019,,,,, ,1,1.112622727,EUR,27.1,, 
8/14/2019,,,,, ,1,1.112622727,EUR,27.15,, 
8/15/2019,,,,, ,1,1.112622727,EUR,26.41,, 
8/16/2019,,,,, ,1,1.112622727,EUR,26.12,, 
8/19/2019,,,,, ,1,1.112622727,EUR,26.25,25.92, 
8/20/2019,,,,, ,1,1.112622727,EUR,26.94,, 
8/22/2019,,,,, ,1,1.112622727,EUR,25.78,, 
8/23/2019,,,,, ,1,1.112622727,EUR,25.33,, 
8/26/2019,,,,, ,1,1.112622727,EUR,,26.01, 
8/27/2019,,,,, ,1,1.112622727,EUR,25.25,, 
8/28/2019,,,,, ,1,1.112622727,EUR,26,, 
8/29/2019,,,,, ,1,1.112622727,EUR,25.93,, 
8/30/2019,,,,, ,1,1.112622727,EUR,26.8,, 
9/2/2019,,,,, ,1,1.100390476,EUR,25.4,25.31, 
9/3/2019,,,,, ,1,1.100390476,EUR,24.82,, 
9/6/2019,,,,, ,1,1.100390476,EUR,25.46,, 
9/9/2019,,,,, ,1,1.100390476,EUR,25.01,26.16, 
9/10/2019,,,,, ,1,1.100390476,EUR,25.5,, 
9/11/2019,,,,, ,1,1.100390476,EUR,26.34,, 
9/12/2019,,,,, ,1,1.100390476,EUR,26.55,, 
9/13/2019,,,,, ,1,1.100390476,EUR,26.22,, 
9/16/2019,,,,, ,1,1.100390476,EUR,26.58,26.24, 
9/17/2019,,,,, ,1,1.100390476,EUR,26.75,, 
9/19/2019,,,,, ,1,1.100390476,EUR,25.56,, 
9/20/2019,,,,, ,1,1.100390476,EUR,26.17,, 
9/23/2019,,,,, ,1,1.100390476,EUR,25.93,25.5, 
9/24/2019,,,,, ,1,1.100390476,EUR,25.59,, 
9/25/2019,,,,, ,1,1.100390476,EUR,25.17,, 
9/26/2019,,,,, ,1,1.100390476,EUR,25.21,, 
9/27/2019,,,,, ,1,1.100390476,EUR,25.3,, 
9/30/2019,,,,, ,1,1.100390476,EUR,25.03,24.03, 
10/1/2019,,,,, ,1,1.105256522,EUR,24.4,, 
10/3/2019,,,,, ,1,1.105256522,EUR,24.03,, 
10/4/2019,,,,, ,1,1.105256522,EUR,23.41,, 
10/7/2019,,,,, ,1,1.105256522,EUR,22.77,23.26, 
10/8/2019,,,,, ,1,1.105256522,EUR,23.37,, 
10/9/2019,,,,, ,1,1.105256522,EUR,22.32,, 
10/10/2019,,,,, ,1,1.105256522,EUR,22.83,, 
10/11/2019,,,,, ,1,1.105256522,EUR,23.62,, 
10/14/2019,,,,, ,1,1.105256522,EUR,23.82,25.62, 
10/15/2019,,,,, ,1,1.105256522,EUR,24.48,, 
10/17/2019,,,,, ,1,1.105256522,EUR,25.96,, 
10/18/2019,,,,, ,1,1.105256522,EUR,25.64,, 
10/21/2019,,,,, ,1,1.105256522,EUR,25.9,25.35, 
10/22/2019,,,,, ,1,1.105256522,EUR,25.7,, 
10/23/2019,,,,, ,1,1.105256522,EUR,25.09,, 
10/24/2019,,,,, ,1,1.105256522,EUR,24.61,, 
10/25/2019,,,,, ,1,1.105256522,EUR,24.86,, 
10/28/2019,,,,, ,1,1.105256522,EUR,24.68,25.49, 
10/29/2019,,,,, ,1,1.105256522,EUR,25.4,, 
10/31/2019,,,,, ,1,1.105256522,EUR,25.95,, 
11/1/2019,,,,, ,1,1.105095238,EUR,25.71,, 
11/4/2019,,,,, ,1,1.105095238,EUR,24.93,25.14, 
11/5/2019,,,,, ,1,1.105095238,EUR,25.8,, 
11/6/2019,,,,, ,1,1.105095238,EUR,25.18,, 
11/7/2019,,,,, ,1,1.105095238,EUR,24.86,, 
11/8/2019,,,,, ,1,1.105095238,EUR,24.62,, 
11/11/2019,,,,, ,1,1.105095238,EUR,25.21,24.25, 
11/12/2019,,,,, ,1,1.105095238,EUR,24.95,, 
11/14/2019,,,,, ,1,1.105095238,EUR,24.28,, 
11/15/2019,,,,, ,1,1.105095238,EUR,23.41,, 
11/18/2019,,,,, ,1,1.105095238,EUR,23.41,23.88, 
11/19/2019,,,,, ,1,1.105095238,EUR,23.62,, 
11/20/2019,,,,, ,1,1.105095238,EUR,23.34,, 
11/21/2019,,,,, ,1,1.105095238,EUR,23.96,, 
11/22/2019,,,,, ,1,1.105095238,EUR,24.32,, 
11/25/2019,,,,, ,1,1.105095238,EUR,24.52,24.83, 
11/26/2019,,,,, ,1,1.105095238,EUR,24.29,, 
11/28/2019,,,,, ,1,1.105095238,EUR,24.91,, 
11/29/2019,,,,, ,1,1.105095238,EUR,25.03,, 
12/2/2019,,,,, ,1,1.111345,EUR,24.62,24.54, 
12/3/2019,,,,, ,1,1.111345,EUR,24.41,, 
12/4/2019,,,,, ,1,1.111345,EUR,24.1,, 
12/5/2019,,,,, ,1,1.111345,EUR,24.5,, 
12/6/2019,,,,, ,1,1.111345,EUR,24.7,, 
12/9/2019,,,,, ,1,1.111345,EUR,24.4,24.73, 
12/10/2019,,,,, ,1,1.111345,EUR,24.98,, 
12/12/2019,,,,, ,1,1.111345,EUR,24.62,, 
12/13/2019,,,,, ,1,1.111345,EUR,25.33,, 
12/16/2019,,,,, ,1,1.111345,EUR,24.21,24.86, 
12/30/2019,,,,, ,1,1.111345,EUR,,24.68, 
1/6/2020,,,,, ,1,1.110036364,EUR,,24.35, 
1/7/2020,,,,, ,1,1.110036364,EUR,24.06,, 
1/9/2020,,,,, ,1,1.110036364,EUR,24.01,, 
1/10/2020,,,,, ,1,1.110036364,EUR,24.48,, 
1/13/2020,,,,, ,1,1.110036364,EUR,24.03,24.56, 
1/14/2020,,,,, ,1,1.110036364,EUR,23.74,, 
1/15/2020,,,,, ,1,1.110036364,EUR,24.08,, 
1/16/2020,,,,, ,1,1.110036364,EUR,24.85,, 
1/17/2020,,,,, ,1,1.110036364,EUR,25.01,, 
1/20/2020,,,,, ,1,1.110036364,EUR,25.6,24.84, 
1/21/2020,,,,, ,1,1.110036364,EUR,25.1,, 
1/23/2020,,,,, ,1,1.110036364,EUR,24.65,, 
1/24/2020,,,,, ,1,1.110036364,EUR,24.48,, 
1/27/2020,,,,, ,1,1.110036364,EUR,24.04,24.17, 
1/28/2020,,,,, ,1,1.110036364,EUR,24.55,, 
1/29/2020,,,,, ,1,1.110036364,EUR,24.04,, 
1/30/2020,,,,, ,1,1.110036364,EUR,23.74,, 
1/31/2020,,,,, ,1,1.110036364,EUR,23.48,, 
2/3/2020,,,,, ,1,1.0905,EUR,23.2,23.44, 
2/4/2020,,,,, ,1,1.0905,EUR,23.33,, 
2/6/2020,,,,, ,1,1.0905,EUR,23.4,, 
2/7/2020,,,,, ,1,1.0905,EUR,23.17,, 
2/10/2020,,,,, ,1,1.0905,EUR,22.91,23.81, 
2/11/2020,,,,, ,1,1.0905,EUR,23.15,, 
2/12/2020,,,,, ,1,1.0905,EUR,23.35,, 
2/13/2020,,,,, ,1,1.0905,EUR,23.52,, 
2/14/2020,,,,, ,1,1.0905,EUR,24.27,, 
2/17/2020,,,,, ,1,1.0905,EUR,24.11,25.43, 
2/18/2020,,,,, ,1,1.0905,EUR,24.8,, 
2/20/2020,,,,, ,1,1.0905,EUR,25.5,, 
2/21/2020,,,,, ,1,1.0905,EUR,25.15,, 
2/24/2020,,,,, ,1,1.0905,EUR,24.64,24.04, 
2/25/2020,,,,, ,1,1.0905,EUR,24.32,, 
2/26/2020,,,,, ,1,1.0905,EUR,23.85,, 
2/27/2020,,,,, ,1,1.0905,EUR,23.8,, 
2/28/2020,,,,, ,1,1.0905,EUR,23.46,, 
3/2/2020,,,,, ,1,1.106340909,EUR,23.96,23.59, 
3/3/2020,,,,, ,1,1.106340909,EUR,23.26,, 
3/5/2020,,,,, ,1,1.106340909,EUR,23.9,, 
3/6/2020,,,,, ,1,1.106340909,EUR,23.36,, 
3/9/2020,,,,, ,1,1.106340909,EUR,22.65,23.15, 
3/10/2020,,,,, ,1,1.106340909,EUR,23.76,, 
3/11/2020,,,,, ,1,1.106340909,EUR,23.59,, 
3/12/2020,,,,, ,1,1.106340909,EUR,22.85,, 
3/13/2020,,,,, ,1,1.106340909,EUR,22.78,, 
3/16/2020,,,,, ,1,1.106340909,EUR,20.64,17.12, 
3/19/2020,,,,, ,1,1.106340909,EUR,16.03,, 
3/20/2020,,,,, ,1,1.106340909,EUR,16.35,, 
3/23/2020,,,,, ,1,1.106340909,EUR,14.6,16.71, 
3/24/2020,,,,, ,1,1.106340909,EUR,16.25,, 
3/25/2020,,,,, ,1,1.106340909,EUR,16.95,, 
3/26/2020,,,,, ,1,1.106340909,EUR,16.3,, 
3/27/2020,,,,, ,1,1.106340909,EUR,16.55,, 
3/30/2020,,,,, ,1,1.106340909,EUR,16.32,17.57, 
3/31/2020,,,,, ,1,1.106340909,EUR,17.4,, 
4/2/2020,,,,, ,1,1.08619,EUR,17.52,, 
4/3/2020,,,,, ,1,1.08619,EUR,17.9,, 
4/6/2020,,,,, ,1,1.08619,EUR,18.36,20.78, 
4/7/2020,,,,, ,1,1.08619,EUR,21.11,, 
4/8/2020,,,,, ,1,1.08619,EUR,20.74,, 
4/9/2020,,,,, ,1,1.08619,EUR,21.4,, 
4/13/2020,,,,, ,1,1.08619,EUR,,20.56, 
4/14/2020,,,,, ,1,1.08619,EUR,20.17,, 
4/16/2020,,,,, ,1,1.08619,EUR,20.1,, 
4/17/2020,,,,, ,1,1.08619,EUR,21.87,, 
4/20/2020,,,,, ,1,1.08619,EUR,21.24,20.73, 
4/21/2020,,,,, ,1,1.08619,EUR,20.4,, 
4/22/2020,,,,, ,1,1.08619,EUR,19.75,, 
4/23/2020,,,,, ,1,1.08619,EUR,20.24,, 
4/24/2020,,,,, ,1,1.08619,EUR,20.49,, 
4/27/2020,,,,, ,1,1.08619,EUR,20.4,19.84, 
4/28/2020,,,,, ,1,1.08619,EUR,19.99,, 
4/30/2020,,,,, ,1,1.08619,EUR,19.97,, 
5/4/2020,,,,, ,1,1.090185,EUR,,19.27, 
